subject,question,option_a,option_b,option_c,option_d,correct_answer,source,split
electrical_engineering,The number of rings in the Bohr model of any element is determined by what?,Column number on periodic table.,Atomic mass.,Row number on periodic table.,Atomic number.,C,MMLU,test
electrical_engineering,Silicon and Germanium are ________ elements.,trivalant,pentavalant,hexavalant,tetravalant,D,MMLU,test
electrical_engineering,The number of output pins in 8085 microprocessors are,27.,40.,21.,19.,A,MMLU,test
electrical_engineering,If P is the power of a star connected system then what will be power of an equivalent delta connected system?,P,3P,P/3,None of the above,A,MMLU,test
electrical_engineering,Which oscillators are easy to fabricate in a monolithic IC?,Crystal oscillator.,Hartley oscillator.,Wien bridge oscillator.,Relaxation oscillator.,D,MMLU,test
electrical_engineering,"If all the elements in a particular network are linear, then the superposition theorem would hold, when the excitation is",DC only,AC only,Either AC or DC,An Impulse,C,MMLU,test
electrical_engineering,The feedback factor of a Wien bridge oscillator using Op-Amp is,1/3,1/4,1/2,1,C,MMLU,test
electrical_engineering,"The length of bus cycle in 8086/8088 is four clock cycles, T1, T2, T3, T4 and an indeterminate number of wait state clock cycles denoted by Tw. The wait states are always inserted between",T1 & T2,T2 & T3,T3 & T4,T4 & T1,C,MMLU,test
electrical_engineering,Which of the following is not a sinusoidal oscillator?,LC oscillator,RC phase shift oscillator,Relaxation oscillator,Crystal oscillator,C,MMLU,test
electrical_engineering,A wire carrying current is bent in the form of a circular loop. Then the magnetic field around each portion of the wire will be,parallel to the plane of the wire.,perpendicular to the circumference of the wire.,parallel to half portion and perpendicular for the other half.,none of above.,A,MMLU,test
electrical_engineering,"A 4 pole lap wound dc generator has 4 brushes, if one of the brush is damaged, what will be the change in V, I and P ratings","V, I and P","V/2, I/2 and P/4","V/2, I and P/2","V, I/2 and P/2",D,MMLU,validation
electrical_engineering,No load saturation characteristics are plotted between,no load voltage and field current,no load voltage and armature current,short circuit current and field current,short circuit current and armature current,A,MMLU,validation
electrical_engineering,When checked with an ohm meter an open resistor reads,high but within tolerance.,low but not zero.,zero.,infinite.,D,MMLU,validation
electrical_engineering,Which one of the following is not a vectored interrupt?,TRAP.,RST 7.5.,RST 6.5.,INTR.,D,MMLU,validation
electrical_engineering,"In AC circuits, the connection of measuring instruments cause loading effect errors which may effect",only the magnitude of the quantity being measured.,only phase of the quantity being measured.,both of above.,"magnitude, phase and waveform of the quantity being measured.",D,MMLU,validation
electrical_engineering,"If a circuit consists of two mass elements, two spring elements and four friction elements. Find the order of transfer function?",2,4,6,12,B,MMLU,validation
electrical_engineering,A capacitor carries a charge of 0.1 C at 5 V. Its capacitance is,0.02 F,0.5 F,0.05 F,0.2 F,A,MMLU,validation
electrical_engineering,Inside a hollow conducting sphere,electric field is zero.,electric field is a non zero constant.,electric field changes with magnitude of the charge given to the conductor.,electric field changes with distance from the center of the sphere.,A,MMLU,validation
electrical_engineering,What will be the total flux emitted by a source of 60 candle power?,754.2 lumens.,0.001326 lumens.,60 lumens.,None of these.,A,MMLU,validation
electrical_engineering,"For audio frequency applications, the popular oscillator used is",Wien bridge oscillator,Hartley oscillator,Crystal oscillator,Phase shift oscillator,A,MMLU,validation
electrical_engineering,"A motor has a thermal heating time constant of 50 mm. When the motor runs continuous of full scale, its final temperature rise is 80° C, what would be the temperature rise after 1 hour, if the motor runs continuously on full load?",55.9° C.,58° C.,56° C.,60° C.,A,MMLU,validation
electrical_engineering,Which of the following is/are the advantages of a closed loop control system?,The closed loop systems are accurate.,The closed loop systems are less affected by noise.,both A and B.,nether A nor B.,C,MMLU,validation
electrical_engineering,A digital circuit that can store on bit is a,XOR gate,flip-flop,gate,registor,B,MMLU,validation
electrical_engineering,For dielectric heating the range of frequency normally employed is,10 KHz to 100 KHz.,100 KHz to 10 MHz.,1 MHz to 10 MHz.,10 MHz to 40 MHz.,D,MMLU,validation
electrical_engineering,"In an SR latch built from NOR gates, which condition is not allowed","S=0, R=0","S=0, R=1","S=1, R=0","S=1, R=1",D,MMLU,dev
electrical_engineering,"In a 2 pole lap winding dc machine , the resistance of one conductor is 2Ω and total number of conductors is 100. Find the total resistance",200Ω,100Ω,50Ω,10Ω,C,MMLU,dev
electrical_engineering,"The coil of a moving coil meter has 100 turns, is 40 mm long and 30 mm wide. The control torque is 240*10-6 N-m on full scale. If magnetic flux density is 1Wb/m2 range of meter is",1 mA.,2 mA.,3 mA.,4 mA.,B,MMLU,dev
electrical_engineering,"Two long parallel conductors carry 100 A. If the conductors are separated by 20 mm, the force per meter of length of each conductor will be",100 N.,0.1 N.,1 N.,0.01 N.,B,MMLU,dev
electrical_engineering,A point pole has a strength of 4π * 10^-4 weber. The force in newtons on a point pole of 4π * 1.5 * 10^-4 weber placed at a distance of 10 cm from it will be,15 N.,20 N.,7.5 N.,3.75 N.,A,MMLU,dev
